Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Cabin.Seat.Switch.Cushion.Backward.Row4.Pos3,"5030","actuator","boolean","False","","","","Seat cushion backward/shorten switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Backward.Row4.Pos4,"5030","actuator","boolean","False","","","","Seat cushion backward/shorten switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Backward.Row4.Pos5,"5030","actuator","boolean","False","","","","Seat cushion backward/shorten switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar,"5031","branch","","False","","","","Lumbar switches","","",""
Vehicle.Cabin.Seat.Switch.Lumbar.Up,"5032","actuator","boolean","True","","","","Lumbar up switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row1,"5032","actuator","boolean","True","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row1.Pos1,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row1.Pos2,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row1.Pos3,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row1.Pos4,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row1.Pos5,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row2,"5032","actuator","boolean","True","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row2.Pos1,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row2.Pos2,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row2.Pos3,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row2.Pos4,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row2.Pos5,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row3,"5032","actuator","boolean","True","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row3.Pos1,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row3.Pos2,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row3.Pos3,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row3.Pos4,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row3.Pos5,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row4,"5032","actuator","boolean","True","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row4.Pos1,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row4.Pos2,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row4.Pos3,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row4.Pos4,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Up.Row4.Pos5,"5032","actuator","boolean","False","","","","Lumbar up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down,"5033","actuator","boolean","True","","","","Lumbar down switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row1,"5033","actuator","boolean","True","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row1.Pos1,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row1.Pos2,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row1.Pos3,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row1.Pos4,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row1.Pos5,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row2,"5033","actuator","boolean","True","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row2.Pos1,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row2.Pos2,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row2.Pos3,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row2.Pos4,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row2.Pos5,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row3,"5033","actuator","boolean","True","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row3.Pos1,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row3.Pos2,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row3.Pos3,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row3.Pos4,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row3.Pos5,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row4,"5033","actuator","boolean","True","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row4.Pos1,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row4.Pos2,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row4.Pos3,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row4.Pos4,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Down.Row4.Pos5,"5033","actuator","boolean","False","","","","Lumbar down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate,"5034","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row1,"5034","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row1.Pos1,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row1.Pos2,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row1.Pos3,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row1.Pos4,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row1.Pos5,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row2,"5034","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row2.Pos1,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row2.Pos2,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row2.Pos3,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row2.Pos4,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row2.Pos5,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row3,"5034","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row3.Pos1,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row3.Pos2,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row3.Pos3,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row3.Pos4,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row3.Pos5,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row4,"5034","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row4.Pos1,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row4.Pos2,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row4.Pos3,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row4.Pos4,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Inflate.Row4.Pos5,"5034","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate,"5035","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1,"5035","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos1,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos2,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos3,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos4,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos5,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2,"5035","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos1,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos2,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos3,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos4,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos5,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3,"5035","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos1,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos2,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos3,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos4,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos5,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4,"5035","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos1,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos2,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos3,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos4,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos5,"5035","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster,"5036","branch","","False","","","","Side bolster switches","","",""
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate,"5037","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1,"5037","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos1,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos2,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos3,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos4,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos5,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2,"5037","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos1,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos2,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos3,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos4,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos5,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3,"5037","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos1,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos2,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos3,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos4,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos5,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4,"5037","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos1,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos2,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos3,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos4,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos5,"5037","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate,"5038","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1,"5038","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos1,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos2,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos3,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos4,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos5,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2,"5038","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos1,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos2,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos3,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos4,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos5,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3,"5038","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos1,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos2,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos3,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos4,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos5,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4,"5038","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos1,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos2,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos3,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos4,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos5,"5038","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.DriverPosition,"5039","attribute","uint8","False","","","","The position of the driver seat in row 1. (1-5)","","","",[]
Vehicle.Cabin.SeatRowCount,"5040","attribute","uint8","False","","","","Number of seat rows in vehicle","","","",[]
Vehicle.Cabin.SeatPosCount,"5041","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",[]
Vehicle.Cabin.SeatPosCount.Row1,"5041","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",
Vehicle.Cabin.SeatPosCount.Row2,"5041","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",
Vehicle.Cabin.SeatPosCount.Row3,"5041","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",
Vehicle.Cabin.SeatPosCount.Row4,"5041","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",
Vehicle.Cabin.Convertible,"4890","branch","","False","","","","Convertible roof","","",""
Vehicle.Cabin.Convertible.Status,"4354","sensor","string","False","","","","Roof status on convertible vehicles","undefined / closed / open / closing / opening / stalled","","",[]
Vehicle.Cabin.SteeringWheel,"4891","branch","","False","","","","Steering wheel configuration attributes","","",""
Vehicle.Cabin.SteeringWheel.Position,"4355","attribute","string","False","","","","Position of the steering wheel inside the cabin","front_left / front_right","","",[]
Vehicle.ADAS,"4892","branch","","False","","","","All Advanced Driver Assist Systems data.","","",""
Vehicle.ADAS.CruiseControl,"4893","branch","","False","","","","Signals from Cruise Control system","","",""
Vehicle.ADAS.CruiseControl.IsActive,"4356","actuator","boolean","False","","","","Indicates if cruise control system is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.CruiseControl.SpeedSet,"4357","actuator","int32","False","km/h","","","Set cruise control speed in kilometers per hour","","","",[]
Vehicle.ADAS.CruiseControl.Error,"4358","sensor","boolean","False","","","","Indicates if cruise control system incurred and error condition. True = Error. False = NoError.","","","",[]
Vehicle.ADAS.LaneDepartureDetection,"4894","branch","","False","","","","Signals from Land Departure Detection System","","",""
Vehicle.ADAS.LaneDepartureDetection.IsActive,"4359","actuator","boolean","False","","","","Indicates if lane departure detection system is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.LaneDepartureDetection.Warning,"4360","sensor","boolean","False","","","","Indicates if lane departure detection registered a lane departure","","","",[]
Vehicle.ADAS.LaneDepartureDetection.Error,"4361","sensor","boolean","False","","","","Indicates if lane departure system incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.ObstacleDetection,"4895","branch","","False","","","","Signals form Obstacle Sensor System","","",""
Vehicle.ADAS.ObstacleDetection.IsActive,"4362","actuator","boolean","False","","","","Indicates if obstacle sensor system is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.ObstacleDetection.Error,"4363","sensor","boolean","False","","","","Indicates if obstacle sensor system incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.ObstacleDetection.DistanceToObject,"4896","sensor","uint16","False","m","","","Distance to object in meters","","","",[]
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Front,"4896","sensor","uint16","True","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Front.Left,"4896","sensor","uint16","False","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Front.Right,"4896","sensor","uint16","False","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Rear,"4896","sensor","uint16","True","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Rear.Left,"4896","sensor","uint16","False","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Rear.Right,"4896","sensor","uint16","False","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ABS,"4897","branch","","False","","","","Antilock Braking System signals","","",""
Vehicle.ADAS.ABS.IsActive,"4368","actuator","boolean","False","","","","Indicates if ABS is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.ABS.Error,"4369","sensor","boolean","False","","","","Indicates if ABS incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.ABS.IsEngaged,"4370","sensor","boolean","False","","","","Indicates if ABS is currently regulating brake pressure. True = Engaged. False = Not Engaged.","","","",[]
Vehicle.ADAS.TCS,"4898","branch","","False","","","","Traction Control System signals","","",""
Vehicle.ADAS.TCS.IsActive,"4371","actuator","boolean","False","","","","Indicates if TCS is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.TCS.Error,"4372","sensor","boolean","False","","","","Indicates if TCS incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.TCS.IsEngaged,"4373","sensor","boolean","False","","","","Indicates if TCS is currently regulating traction. True = Engaged. False = Not Engaged.","","","",[]
Vehicle.ADAS.ESC,"4899","branch","","False","","","","Electronic Stability Control System signals","","",""
Vehicle.ADAS.ESC.IsActive,"4374","actuator","boolean","False","","","","Indicates if ECS is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.ESC.Error,"4375","sensor","boolean","False","","","","Indicates if ESC incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.ESC.IsEngaged,"4376","sensor","boolean","False","","","","Indicates if ESC is currently regulating vehicle stability. True = Engaged. False = Not Engaged.","","","",[]
Vehicle.Chassis,"4900","branch","","False","","","","All data concerning steering, suspension, wheels, and brakes.","","",""
