Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Down,"259","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Inflate,"260","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Up,"258","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Deflate,"261","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Down,"247","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Warmer,"242","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion.Down,"255","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion.Forward,"256","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion.Backward,"257","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion.Up,"254","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Forward,"244","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Backward,"245","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Massage.Increase,"250","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Massage.Decrease,"251","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Inflate,"262","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Deflate,"263","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row1.Pos1.Cushion.Length,"236","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row1.Pos1.Cushion.Height,"235","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos1.IsBelted,"230","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row1.Pos1.Position,"234","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row1.Pos1.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row1.Pos1.SideBolster.Inflation,"239","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos1.Massage,"232","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row2,"","branch","","","","Front seats",""
Signal.Cabin.Seat.Row2.Pos4,"","branch","","","","Fourth seat from left, second row",""
Signal.Cabin.Seat.Row2.Pos4.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row2.Pos4.HeadRestraint.Height,"520","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row2.Pos4.Recline,"513","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row2.Pos4.HasPassenger,"509","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row2.Pos4.Heating,"511","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row2.Pos4.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row2.Pos4.Lumbar.Inflation,"517","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos4.Lumbar.Height,"518","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos4.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row2.Pos4.Airbag.IsDeployed,"521","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row2.Pos4.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row2.Pos4.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row2.Pos4.Switch.HeadRestraint.Down,"529","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.HeadRestraint.Up,"528","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Cooler,"523","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Recline.Forward,"533","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Recline.Backward,"532","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Up,"526","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Down,"539","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Inflate,"540","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Up,"538","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Deflate,"541","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Down,"527","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Warmer,"522","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion.Down,"535","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion.Forward,"536","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion.Backward,"537","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion.Up,"534","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Forward,"524","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Backward,"525","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Massage.Increase,"530","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.Massage.Decrease,"531","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row2.Pos4.Switch.SideBolster.Inflate,"542","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Switch.SideBolster.Deflate,"543","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos4.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row2.Pos4.Cushion.Length,"516","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row2.Pos4.Cushion.Height,"515","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos4.IsBelted,"510","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row2.Pos4.Position,"514","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row2.Pos4.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row2.Pos4.SideBolster.Inflation,"519","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos4.Massage,"512","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row2.Pos5,"","branch","","","","Fifth seat from left, second row",""
Signal.Cabin.Seat.Row2.Pos5.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row2.Pos5.HeadRestraint.Height,"555","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row2.Pos5.Recline,"548","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row2.Pos5.HasPassenger,"544","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row2.Pos5.Heating,"546","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row2.Pos5.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row2.Pos5.Lumbar.Inflation,"552","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos5.Lumbar.Height,"553","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos5.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row2.Pos5.Airbag.IsDeployed,"556","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row2.Pos5.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row2.Pos5.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row2.Pos5.Switch.HeadRestraint.Down,"564","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.HeadRestraint.Up,"563","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Cooler,"558","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Recline.Forward,"568","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Recline.Backward,"567","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Up,"561","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Lumbar.Down,"574","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Lumbar.Inflate,"575","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Lumbar.Up,"573","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Lumbar.Deflate,"576","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Down,"562","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Warmer,"557","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Cushion.Down,"570","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Cushion.Forward,"571","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Cushion.Backward,"572","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Cushion.Up,"569","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Forward,"559","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Backward,"560","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Massage.Increase,"565","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.Massage.Decrease,"566","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row2.Pos5.Switch.SideBolster.Inflate,"577","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Switch.SideBolster.Deflate,"578","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos5.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row2.Pos5.Cushion.Length,"551","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row2.Pos5.Cushion.Height,"550","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos5.IsBelted,"545","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row2.Pos5.Position,"549","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row2.Pos5.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row2.Pos5.SideBolster.Inflation,"554","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos5.Massage,"547","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row2.Pos2,"","branch","","","","Second seat from left, second row",""
Signal.Cabin.Seat.Row2.Pos2.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row2.Pos2.HeadRestraint.Height,"450","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row2.Pos2.Recline,"443","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row2.Pos2.HasPassenger,"439","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row2.Pos2.Heating,"441","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row2.Pos2.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row2.Pos2.Lumbar.Inflation,"447","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos2.Lumbar.Height,"448","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos2.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row2.Pos2.Airbag.IsDeployed,"451","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row2.Pos2.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row2.Pos2.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row2.Pos2.Switch.HeadRestraint.Down,"459","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.HeadRestraint.Up,"458","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Cooler,"453","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Recline.Forward,"463","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Recline.Backward,"462","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Up,"456","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Lumbar.Down,"469","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Lumbar.Inflate,"470","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Lumbar.Up,"468","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Lumbar.Deflate,"471","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Down,"457","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Warmer,"452","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Cushion.Down,"465","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Cushion.Forward,"466","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Cushion.Backward,"467","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Cushion.Up,"464","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Forward,"454","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Backward,"455","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Massage.Increase,"460","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.Massage.Decrease,"461","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row2.Pos2.Switch.SideBolster.Inflate,"472","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Switch.SideBolster.Deflate,"473","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos2.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row2.Pos2.Cushion.Length,"446","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row2.Pos2.Cushion.Height,"445","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos2.IsBelted,"440","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row2.Pos2.Position,"444","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row2.Pos2.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row2.Pos2.SideBolster.Inflation,"449","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos2.Massage,"442","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row2.Pos3,"","branch","","","","Third seat from left, second row",""
Signal.Cabin.Seat.Row2.Pos3.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row2.Pos3.HeadRestraint.Height,"485","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row2.Pos3.Recline,"478","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row2.Pos3.HasPassenger,"474","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row2.Pos3.Heating,"476","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row2.Pos3.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row2.Pos3.Lumbar.Inflation,"482","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos3.Lumbar.Height,"483","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos3.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row2.Pos3.Airbag.IsDeployed,"486","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row2.Pos3.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row2.Pos3.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row2.Pos3.Switch.HeadRestraint.Down,"494","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.HeadRestraint.Up,"493","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Cooler,"488","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Recline.Forward,"498","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Recline.Backward,"497","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Up,"491","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Lumbar.Down,"504","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Lumbar.Inflate,"505","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Lumbar.Up,"503","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Lumbar.Deflate,"506","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Down,"492","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Warmer,"487","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Cushion.Down,"500","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Cushion.Forward,"501","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Cushion.Backward,"502","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Cushion.Up,"499","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Forward,"489","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Backward,"490","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Massage.Increase,"495","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.Massage.Decrease,"496","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row2.Pos3.Switch.SideBolster.Inflate,"507","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Switch.SideBolster.Deflate,"508","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row2.Pos3.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row2.Pos3.Cushion.Length,"481","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row2.Pos3.Cushion.Height,"480","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos3.IsBelted,"475","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row2.Pos3.Position,"479","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row2.Pos3.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row2.Pos3.SideBolster.Inflation,"484","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos3.Massage,"477","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row2.Pos1,"","branch","","","","First seat from left, second row",""
Signal.Cabin.Seat.Row2.Pos1.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row2.Pos1.HeadRestraint.Height,"415","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row2.Pos1.Recline,"408","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row2.Pos1.HasPassenger,"404","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row2.Pos1.Heating,"406","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row2.Pos1.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row2.Pos1.Lumbar.Inflation,"412","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row2.Pos1.Lumbar.Height,"413","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row2.Pos1.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row2.Pos1.Airbag.IsDeployed,"416","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row2.Pos1.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row2.Pos1.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
